city_name,country_iso_code,country_name,region_1_iso_code,region_1_name,region_2_iso_code,region_2_name
Fleet,GB,United Kingdom,ENG,England,HAM,Hampshire
Fleetwood,GB,United Kingdom,ENG,England,LAN,Lancashire
Flitwick,GB,United Kingdom,ENG,England,CBF,Central Bedfordshire
Flixton,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Folkestone,GB,United Kingdom,ENG,England,KEN,Kent
Fordham,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Fordingbridge,GB,United Kingdom,ENG,England,HAM,Hampshire
Forest Gate,GB,United Kingdom,ENG,England,NWM,Newham
Forest Gate North,GB,United Kingdom,ENG,England,NWM,Newham
Forest Gate South,GB,United Kingdom,ENG,England,NWM,Newham
Forest Hill,GB,United Kingdom,ENG,England,LEW,Lewisham
Forest Row,GB,United Kingdom,ENG,England,ESX,East Sussex
Formby,GB,United Kingdom,ENG,England,SFT,Sefton
Four Marks,GB,United Kingdom,ENG,England,HAM,Hampshire
Fovant,GB,United Kingdom,ENG,England,WIL,Wiltshire
Fowey,GB,United Kingdom,ENG,England,CON,Cornwall
Framlingham,GB,United Kingdom,ENG,England,SFK,Suffolk
Frampton Cotterell,GB,United Kingdom,ENG,England,SGC,South Gloucestershire
Freckleton,GB,United Kingdom,ENG,England,LAN,Lancashire
Frenchay,GB,United Kingdom,ENG,England,SGC,South Gloucestershire
Freshbrook,GB,United Kingdom,ENG,England,SWD,Swindon
Freshwater,GB,United Kingdom,ENG,England,IOW,Isle of Wight
Fressingfield,GB,United Kingdom,ENG,England,SFK,Suffolk
Frimley,GB,United Kingdom,ENG,England,SRY,Surrey
Frimley Green,GB,United Kingdom,ENG,England,SRY,Surrey
Frinton-on-Sea,GB,United Kingdom,ENG,England,ESS,Essex
Friston,GB,United Kingdom,ENG,England,SFK,Suffolk
Frizington,GB,United Kingdom,ENG,England,CMA,Cumbria
Frodsham,GB,United Kingdom,ENG,England,CHW,Cheshire
Frome,GB,United Kingdom,ENG,England,SOM,Somerset
Fulbourn,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Fulford,GB,United Kingdom,ENG,England,YOR,York
Fulham,GB,United Kingdom,ENG,England,HMF,Hammersmith and Fulham
Gainsborough,GB,United Kingdom,ENG,England,LIN,Lincolnshire
Gamlingay,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Gargrave,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Garstang,GB,United Kingdom,ENG,England,LAN,Lancashire
Gateshead,GB,United Kingdom,ENG,England,GAT,Gateshead
Gatwick,GB,United Kingdom,ENG,England,SRY,Surrey
Gaydon,GB,United Kingdom,ENG,England,WAR,Warwickshire
Gazeley,GB,United Kingdom,ENG,England,SFK,Suffolk
Gerrards Cross,GB,United Kingdom,ENG,England,BKM,Buckinghamshire
Gilberdyke,GB,United Kingdom,ENG,England,ERY,East Riding of Yorkshire
Gillingham,GB,United Kingdom,ENG,England,MDW,Medway
Gislingham,GB,United Kingdom,ENG,England,SFK,Suffolk
Glastonbury,GB,United Kingdom,ENG,England,SOM,Somerset
Glazebrook,GB,United Kingdom,ENG,England,WRT,Warrington
Glossop,GB,United Kingdom,ENG,England,DBY,Derbyshire
Gloucester,GB,United Kingdom,ENG,England,GLS,Gloucestershire
Gloucestershire,GB,United Kingdom,ENG,England,GLS,Gloucestershire
Godalming,GB,United Kingdom,ENG,England,SRY,Surrey
Godshill,GB,United Kingdom,ENG,England,IOW,Isle of Wight
Godstone,GB,United Kingdom,ENG,England,SRY,Surrey
Golant,GB,United Kingdom,ENG,England,CON,Cornwall
Golborne,GB,United Kingdom,ENG,England,WGN,Wigan
Golden Valley,GB,United Kingdom,ENG,England,DBY,Derbyshire
Golders Green,GB,United Kingdom,ENG,England,BNE,Barnet
Goldsborough,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Goldthorpe,GB,United Kingdom,ENG,England,BNS,Barnsley
Goodworth Clatford,GB,United Kingdom,ENG,England,HAM,Hampshire
Goole,GB,United Kingdom,ENG,England,ERY,East Riding of Yorkshire
Goosnargh,GB,United Kingdom,ENG,England,LAN,Lancashire
Goostrey,GB,United Kingdom,ENG,England,CHE,Cheshire East
Goring,GB,United Kingdom,ENG,England,WSX,West Sussex
Gorleston-on-Sea,GB,United Kingdom,ENG,England,NFK,Norfolk
Gorton,GB,United Kingdom,ENG,England,MAN,Manchester
Gosport,GB,United Kingdom,ENG,England,HAM,Hampshire
Goudhurst,GB,United Kingdom,ENG,England,KEN,Kent
Grange,GB,United Kingdom,ENG,England,DOR,Dorset
Grange-over-Sands,GB,United Kingdom,ENG,England,CMA,Cumbria
Grantham,GB,United Kingdom,ENG,England,LIN,Lincolnshire
Grasby,GB,United Kingdom,ENG,England,LIN,Lincolnshire
Gravesend,GB,United Kingdom,ENG,England,KEN,Kent
Grays,GB,United Kingdom,ENG,England,THR,Thurrock
Grayshott,GB,United Kingdom,ENG,England,HAM,Hampshire
Great Ayton,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Great Chishill,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Great Dunmow,GB,United Kingdom,ENG,England,ESS,Essex
Great Eccleston,GB,United Kingdom,ENG,England,LAN,Lancashire
Great Ellingham,GB,United Kingdom,ENG,England,NFK,Norfolk
Great Gransden,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Great Harwood,GB,United Kingdom,ENG,England,LAN,Lancashire
Great Haseley,GB,United Kingdom,ENG,England,OXF,Oxfordshire
Great Horwood,GB,United Kingdom,ENG,England,BKM,Buckinghamshire
Great Kingshill,GB,United Kingdom,ENG,England,BKM,Buckinghamshire
Great Malvern,GB,United Kingdom,ENG,England,WOR,Worcestershire
Great Missenden,GB,United Kingdom,ENG,England,BKM,Buckinghamshire
Great Mongeham,GB,United Kingdom,ENG,England,KEN,Kent
Great Ouseburn,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Great Torrington,GB,United Kingdom,ENG,England,DEV,Devon
Great Totham,GB,United Kingdom,ENG,England,ESS,Essex
Great Wakering,GB,United Kingdom,ENG,England,ESS,Essex
Great Wratting,GB,United Kingdom,ENG,England,SFK,Suffolk
Great Yarmouth,GB,United Kingdom,ENG,England,NFK,Norfolk
Greater London,GB,United Kingdom,ENG,England,,
Green Hammerton,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Green Street East,GB,United Kingdom,ENG,England,NWM,Newham
Green Street West,GB,United Kingdom,ENG,England,NWM,Newham
Greenford,GB,United Kingdom,ENG,England,EAL,Ealing
Greenhead,GB,United Kingdom,ENG,England,STS,Staffordshire
Greenhithe,GB,United Kingdom,ENG,England,KEN,Kent
Greenwich,GB,United Kingdom,ENG,England,GRE,Greenwich
Grimley,GB,United Kingdom,ENG,England,WOR,Worcestershire
Grimsby,GB,United Kingdom,ENG,England,NEL,North East Lincolnshire
Grindleton,GB,United Kingdom,ENG,England,LAN,Lancashire
Gristhorpe,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Groby,GB,United Kingdom,ENG,England,LEC,Leicestershire
Grove,GB,United Kingdom,ENG,England,BKM,Buckinghamshire
Guildford,GB,United Kingdom,ENG,England,SRY,Surrey
Guisborough,GB,United Kingdom,ENG,England,RCC,Redcar and Cleveland
Guiseley,GB,United Kingdom,ENG,England,LDS,Leeds
Gunnerton,GB,United Kingdom,ENG,England,NBL,Northumberland
Gunnislake,GB,United Kingdom,ENG,England,CON,Cornwall
Gurney Slade,GB,United Kingdom,ENG,England,SOM,Somerset
Gussage All Saints,GB,United Kingdom,ENG,England,DOR,Dorset
Hackney,GB,United Kingdom,ENG,England,HCK,Hackney
Hacton,GB,United Kingdom,ENG,England,HAV,Havering
Haddenham,GB,United Kingdom,ENG,England,BKM,Buckinghamshire
Hadfield,GB,United Kingdom,ENG,England,DBY,Derbyshire
Hadleigh,GB,United Kingdom,ENG,England,SFK,Suffolk
Hadlow Down,GB,United Kingdom,ENG,England,ESX,East Sussex
Hagley,GB,United Kingdom,ENG,England,WOR,Worcestershire
Hailsham,GB,United Kingdom,ENG,England,ESX,East Sussex
Hale Barns,GB,United Kingdom,ENG,England,TRF,Trafford
Halesowen,GB,United Kingdom,ENG,England,DUD,Dudley
Halesworth,GB,United Kingdom,ENG,England,SFK,Suffolk
Halfway,GB,United Kingdom,ENG,England,SHF,Sheffield
Halifax,GB,United Kingdom,ENG,England,CLD,Calderdale
Hall Green,GB,United Kingdom,ENG,England,BIR,Birmingham
Halstead,GB,United Kingdom,ENG,England,ESS,Essex
Halton,GB,United Kingdom,ENG,England,LAN,Lancashire
Haltwhistle,GB,United Kingdom,ENG,England,NBL,Northumberland
Hamble,GB,United Kingdom,ENG,England,HAM,Hampshire
Hambledon,GB,United Kingdom,ENG,England,SRY,Surrey
Hammersmith,GB,United Kingdom,ENG,England,HMF,Hammersmith and Fulham
Hampshire,GB,United Kingdom,ENG,England,HAM,Hampshire
Hampstead,GB,United Kingdom,ENG,England,CMD,Camden
Hampton,GB,United Kingdom,ENG,England,RIC,Richmond upon Thames
Hampton Wick,GB,United Kingdom,ENG,England,RIC,Richmond upon Thames
Hamstead,GB,United Kingdom,ENG,England,IOW,Isle of Wight
Hannah,GB,United Kingdom,ENG,England,LIN,Lincolnshire
Hanwell,GB,United Kingdom,ENG,England,EAL,Ealing
Hapton,GB,United Kingdom,ENG,England,LAN,Lancashire
Harborough Magna,GB,United Kingdom,ENG,England,WAR,Warwickshire
Harbury,GB,United Kingdom,ENG,England,WAR,Warwickshire
Hardham,GB,United Kingdom,ENG,England,WSX,West Sussex
Harefield,GB,United Kingdom,ENG,England,HIL,Hillingdon
Harlesden,GB,United Kingdom,ENG,England,BEN,Brent
Harleston,GB,United Kingdom,ENG,England,NFK,Norfolk
Harlow,GB,United Kingdom,ENG,England,ESS,Essex
Harpenden,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Harrietsham,GB,United Kingdom,ENG,England,KEN,Kent
Harringay,GB,United Kingdom,ENG,England,HRY,Haringey
Harrington,GB,United Kingdom,ENG,England,CMA,Cumbria
Harrogate,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Harrold,GB,United Kingdom,ENG,England,BDF,Bedford
Harrow,GB,United Kingdom,ENG,England,HRW,Harrow
Harrow Weald,GB,United Kingdom,ENG,England,HRW,Harrow
Hartfield,GB,United Kingdom,ENG,England,ESX,East Sussex
Hartford,GB,United Kingdom,ENG,England,CHW,Cheshire
Hartlepool,GB,United Kingdom,ENG,England,HPL,Hartlepool
Hartley Wintney,GB,United Kingdom,ENG,England,HAM,Hampshire
Harwich,GB,United Kingdom,ENG,England,ESS,Essex
Haslemere,GB,United Kingdom,ENG,England,SRY,Surrey
Haslingden,GB,United Kingdom,ENG,England,LAN,Lancashire
Haslingfield,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Hassocks,GB,United Kingdom,ENG,England,WSX,West Sussex
Hastings,GB,United Kingdom,ENG,England,ESX,East Sussex
Hatch End,GB,United Kingdom,ENG,England,HRW,Harrow
Hatchford,GB,United Kingdom,ENG,England,SRY,Surrey
Hatfield,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Hatfield Peverel,GB,United Kingdom,ENG,England,ESS,Essex
Hatherleigh,GB,United Kingdom,ENG,England,DEV,Devon
Havant,GB,United Kingdom,ENG,England,HAM,Hampshire
Haverhill,GB,United Kingdom,ENG,England,SFK,Suffolk
Hawes,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Hawkhurst,GB,United Kingdom,ENG,England,KEN,Kent
Hawkinge,GB,United Kingdom,ENG,England,KEN,Kent
Haxey,GB,United Kingdom,ENG,England,NLN,North Lincolnshire
Hayes,GB,United Kingdom,ENG,England,HIL,Hillingdon
Hayfield,GB,United Kingdom,ENG,England,DBY,Derbyshire
Hayle,GB,United Kingdom,ENG,England,CON,Cornwall
Hayling Island,GB,United Kingdom,ENG,England,HAM,Hampshire
Haywards Heath,GB,United Kingdom,ENG,England,WSX,West Sussex
Hazel Grove,GB,United Kingdom,ENG,England,SKP,Stockport
Heacham,GB,United Kingdom,ENG,England,NFK,Norfolk
Headcorn,GB,United Kingdom,ENG,England,KEN,Kent
Heanor,GB,United Kingdom,ENG,England,DBY,Derbyshire
Heathfield,GB,United Kingdom,ENG,England,ESX,East Sussex
Hebburn,GB,United Kingdom,ENG,England,STY,South Tyneside
Hebden Bridge,GB,United Kingdom,ENG,England,CLD,Calderdale
Heckmondwike,GB,United Kingdom,ENG,England,KIR,Kirklees
Hedge End,GB,United Kingdom,ENG,England,HAM,Hampshire
Hednesford,GB,United Kingdom,ENG,England,STS,Staffordshire
Hellifield,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Hellingly,GB,United Kingdom,ENG,England,ESX,East Sussex
Helmshore,GB,United Kingdom,ENG,England,LAN,Lancashire
Helmsley,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Helsby,GB,United Kingdom,ENG,England,CHW,Cheshire
Helston,GB,United Kingdom,ENG,England,CON,Cornwall
Hemel Hempstead,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Hemingford Abbots,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Hemingford Grey,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Hemsworth,GB,United Kingdom,ENG,England,WKF,Wakefield
Hendon,GB,United Kingdom,ENG,England,BNE,Barnet
Henfield,GB,United Kingdom,ENG,England,WSX,West Sussex
Henley in Arden,GB,United Kingdom,ENG,England,WAR,Warwickshire
Henley on Thames,GB,United Kingdom,ENG,England,OXF,Oxfordshire
Henlow,GB,United Kingdom,ENG,England,CBF,Central Bedfordshire
Hereford,GB,United Kingdom,ENG,England,HEF,Herefordshire
Herne Bay,GB,United Kingdom,ENG,England,KEN,Kent
Herne Hill,GB,United Kingdom,ENG,England,LBH,Lambeth
Hersham,GB,United Kingdom,ENG,England,SRY,Surrey
Herstmonceux,GB,United Kingdom,ENG,England,ESX,East Sussex
Hertford,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Hesketh Bank,GB,United Kingdom,ENG,England,LAN,Lancashire
Hessay,GB,United Kingdom,ENG,England,YOR,York
Hessle,GB,United Kingdom,ENG,England,ERY,East Riding of Yorkshire
Heswall,GB,United Kingdom,ENG,England,WRL,Wirral
Heworth,GB,United Kingdom,ENG,England,YOR,York
Hexham,GB,United Kingdom,ENG,England,NBL,Northumberland
Hextable,GB,United Kingdom,ENG,England,KEN,Kent
Heytesbury,GB,United Kingdom,ENG,England,WIL,Wiltshire
Heywood,GB,United Kingdom,ENG,England,RCH,Rochdale
High Ackworth,GB,United Kingdom,ENG,England,WKF,Wakefield
High Bentham,GB,United Kingdom,ENG,England,NYK,North Yorkshire
High Halden,GB,United Kingdom,ENG,England,KEN,Kent
High Peak,GB,United Kingdom,ENG,England,DBY,Derbyshire
High Wycombe,GB,United Kingdom,ENG,England,BKM,Buckinghamshire
Highbridge,GB,United Kingdom,ENG,England,SOM,Somerset
Highbury,GB,United Kingdom,ENG,England,ISL,Islington
Hildenborough,GB,United Kingdom,ENG,England,KEN,Kent
Hillingdon,GB,United Kingdom,ENG,England,HIL,Hillingdon
Hillsborough,GB,United Kingdom,ENG,England,SHF,Sheffield
Hilton,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Hinckley,GB,United Kingdom,ENG,England,LEC,Leicestershire
Hindhead,GB,United Kingdom,ENG,England,SRY,Surrey
Hinton St George,GB,United Kingdom,ENG,England,SOM,Somerset
Histon,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Hitchin,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Hixon,GB,United Kingdom,ENG,England,STS,Staffordshire
Hobson,GB,United Kingdom,ENG,England,DUR,Durham
Hockerton,GB,United Kingdom,ENG,England,NTT,Nottinghamshire
Hockley,GB,United Kingdom,ENG,England,ESS,Essex
Hoddesdon,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Hodnet,GB,United Kingdom,ENG,England,SHR,Shropshire
Holbeach,GB,United Kingdom,ENG,England,LIN,Lincolnshire
Holbeck,GB,United Kingdom,ENG,England,LIN,Lincolnshire
Hollingworth,GB,United Kingdom,ENG,England,TAM,Tameside
Hollym,GB,United Kingdom,ENG,England,ERY,East Riding of Yorkshire
Holme,GB,United Kingdom,ENG,England,KIR,Kirklees
Holmes Chapel,GB,United Kingdom,ENG,England,CHE,Cheshire East
Holmfirth,GB,United Kingdom,ENG,England,KIR,Kirklees
Holsworthy,GB,United Kingdom,ENG,England,DEV,Devon
Holt,GB,United Kingdom,ENG,England,NFK,Norfolk
Holystone,GB,United Kingdom,ENG,England,NTY,North Tyneside
Honeybourne,GB,United Kingdom,ENG,England,WOR,Worcestershire
Honiton,GB,United Kingdom,ENG,England,DEV,Devon
Hook,GB,United Kingdom,ENG,England,HAM,Hampshire
Hope,GB,United Kingdom,ENG,England,DBY,Derbyshire
Hope Valley,GB,United Kingdom,ENG,England,DBY,Derbyshire
Horbury,GB,United Kingdom,ENG,England,WKF,Wakefield
Horley,GB,United Kingdom,ENG,England,SRY,Surrey
Horncastle,GB,United Kingdom,ENG,England,LIN,Lincolnshire
Hornchurch,GB,United Kingdom,ENG,England,HAV,Havering
Hornsea,GB,United Kingdom,ENG,England,ERY,East Riding of Yorkshire
Horseheath,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Horsham,GB,United Kingdom,ENG,England,WSX,West Sussex
Horton,GB,United Kingdom,ENG,England,DOR,Dorset
Horton Kirby,GB,United Kingdom,ENG,England,KEN,Kent
Houghton Regis,GB,United Kingdom,ENG,England,CBF,Central Bedfordshire
Houghton-Le-Spring,GB,United Kingdom,ENG,England,SND,Sunderland
Hounslow,GB,United Kingdom,ENG,England,HNS,Hounslow
Hove,GB,United Kingdom,ENG,England,BNH,Brighton and Hove
Howden,GB,United Kingdom,ENG,England,ERY,East Riding of Yorkshire
Hoxne,GB,United Kingdom,ENG,England,SFK,Suffolk
Hoxton,GB,United Kingdom,ENG,England,HCK,Hackney
Hoyland Common,GB,United Kingdom,ENG,England,BNS,Barnsley
Hoylandswaine,GB,United Kingdom,ENG,England,BNS,Barnsley
Hucknall Torkard,GB,United Kingdom,ENG,England,NTT,Nottinghamshire
Huddersfield,GB,United Kingdom,ENG,England,KIR,Kirklees
Huish Champflower,GB,United Kingdom,ENG,England,SOM,Somerset
Hull,GB,United Kingdom,ENG,England,KHL,Kingston upon Hull
Hulme,GB,United Kingdom,ENG,England,STS,Staffordshire
Hungerford,GB,United Kingdom,ENG,England,WBK,West Berkshire
Hunstanton,GB,United Kingdom,ENG,England,NFK,Norfolk
Huntingdon,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Huntington,GB,United Kingdom,ENG,England,HEF,Herefordshire
Hunton,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Hurley,GB,United Kingdom,ENG,England,WAR,Warwickshire
Hurst,GB,United Kingdom,ENG,England,WOK,Wokingham
Hurst Green,GB,United Kingdom,ENG,England,ESX,East Sussex
Hurstpierpoint,GB,United Kingdom,ENG,England,WSX,West Sussex
Hyde,GB,United Kingdom,ENG,England,TAM,Tameside
Hythe,GB,United Kingdom,ENG,England,KEN,Kent
Ibstock,GB,United Kingdom,ENG,England,LEC,Leicestershire
Ilford,GB,United Kingdom,ENG,England,RDB,Redbridge
Ilfracombe,GB,United Kingdom,ENG,England,DEV,Devon
Ilkeston,GB,United Kingdom,ENG,England,DBY,Derbyshire
Ilkley,GB,United Kingdom,ENG,England,BRD,Bradford
Illogan,GB,United Kingdom,ENG,England,CON,Cornwall
Ilminster,GB,United Kingdom,ENG,England,SOM,Somerset
Ilsington,GB,United Kingdom,ENG,England,DEV,Devon
Immingham,GB,United Kingdom,ENG,England,NEL,North East Lincolnshire
Ince,GB,United Kingdom,ENG,England,CHW,Cheshire
Ingatestone,GB,United Kingdom,ENG,England,ESS,Essex
Ingoldisthorpe,GB,United Kingdom,ENG,England,NFK,Norfolk
Ipswich,GB,United Kingdom,ENG,England,SFK,Suffolk
Iron Acton,GB,United Kingdom,ENG,England,SGC,South Gloucestershire
Ironville,GB,United Kingdom,ENG,England,DBY,Derbyshire
Irthington,GB,United Kingdom,ENG,England,CMA,Cumbria
Irthlingborough,GB,United Kingdom,ENG,England,NNH,North Northamptonshire
Isle of Wight,GB,United Kingdom,ENG,England,IOW,Isle of Wight
Isles of Scilly,GB,United Kingdom,ENG,England,IOS,Isles of Scilly
Isleworth,GB,United Kingdom,ENG,England,HNS,Hounslow
Islington,GB,United Kingdom,ENG,England,ISL,Islington
Iver,GB,United Kingdom,ENG,England,BKM,Buckinghamshire
Ivybridge,GB,United Kingdom,ENG,England,DEV,Devon
Iwade,GB,United Kingdom,ENG,England,KEN,Kent
Jarrow,GB,United Kingdom,ENG,England,STY,South Tyneside
Jesmond,GB,United Kingdom,ENG,England,NET,Newcastle upon Tyne
Kearsley,GB,United Kingdom,ENG,England,BOL,Bolton
Kedington,GB,United Kingdom,ENG,England,SFK,Suffolk
Kegworth,GB,United Kingdom,ENG,England,LEC,Leicestershire
Keighley,GB,United Kingdom,ENG,England,BRD,Bradford
Keinton Mandeville,GB,United Kingdom,ENG,England,SOM,Somerset
Keldholme,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Kelsall,GB,United Kingdom,ENG,England,CHW,Cheshire
Kelvedon,GB,United Kingdom,ENG,England,ESS,Essex
Kempston,GB,United Kingdom,ENG,England,BDF,Bedford
Kendal,GB,United Kingdom,ENG,England,CMA,Cumbria
Kenilworth,GB,United Kingdom,ENG,England,WAR,Warwickshire
Kenley,GB,United Kingdom,ENG,England,CRY,Croydon
Kennett,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Kensal Green,GB,United Kingdom,ENG,England,BEN,Brent
Kensington,GB,United Kingdom,ENG,England,KEC,Royal Kensington and Chelsea
Kent,GB,United Kingdom,ENG,England,KEN,Kent
Kentish Town,GB,United Kingdom,ENG,England,CMD,Camden
Kessingland,GB,United Kingdom,ENG,England,SFK,Suffolk
Keston,GB,United Kingdom,ENG,England,BRY,Bromley
Keswick,GB,United Kingdom,ENG,England,CMA,Cumbria
Kettering,GB,United Kingdom,ENG,England,NNH,North Northamptonshire
Kettleshulme,GB,United Kingdom,ENG,England,CHE,Cheshire East
Keynsham,GB,United Kingdom,ENG,England,BAS,Bath and North East Somerset
Kibworth Harcourt,GB,United Kingdom,ENG,England,LEC,Leicestershire
Kidderminster,GB,United Kingdom,ENG,England,WOR,Worcestershire
Kidlington,GB,United Kingdom,ENG,England,OXF,Oxfordshire
Kidsgrove,GB,United Kingdom,ENG,England,STS,Staffordshire
Kilburn,GB,United Kingdom,ENG,England,CMD,Camden
Killamarsh,GB,United Kingdom,ENG,England,DBY,Derbyshire
Kiln Farm,GB,United Kingdom,ENG,England,MIK,Milton Keynes
Kilndown,GB,United Kingdom,ENG,England,KEN,Kent
Kimberley,GB,United Kingdom,ENG,England,NTT,Nottinghamshire
Kimbolton,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Kings Hill,GB,United Kingdom,ENG,England,KEN,Kent
Kings Langley,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Kings Lynn,GB,United Kingdom,ENG,England,NFK,Norfolk
Kingsbridge,GB,United Kingdom,ENG,England,DEV,Devon
Kingsbury,GB,United Kingdom,ENG,England,WAR,Warwickshire
Kingsteignton,GB,United Kingdom,ENG,England,DEV,Devon
Kingston,GB,United Kingdom,ENG,England,DEV,Devon
Kingston upon Thames,GB,United Kingdom,ENG,England,KTT,Kingston upon Thames
Kingswinford,GB,United Kingdom,ENG,England,DUD,Dudley
Kingswood,GB,United Kingdom,ENG,England,SGC,South Gloucestershire
Kington,GB,United Kingdom,ENG,England,HEF,Herefordshire
Kinoulton,GB,United Kingdom,ENG,England,NTT,Nottinghamshire
Kinver,GB,United Kingdom,ENG,England,STS,Staffordshire
Kippax,GB,United Kingdom,ENG,England,LDS,Leeds
Kirby Muxloe,GB,United Kingdom,ENG,England,LEC,Leicestershire
Kirdford,GB,United Kingdom,ENG,England,WSX,West Sussex
Kirkby,GB,United Kingdom,ENG,England,KWL,Knowsley
Kirkby Lonsdale,GB,United Kingdom,ENG,England,CMA,Cumbria
Kirkby Stephen,GB,United Kingdom,ENG,England,CMA,Cumbria
Kirkby in Ashfield,GB,United Kingdom,ENG,England,NTT,Nottinghamshire
Kirkham,GB,United Kingdom,ENG,England,LAN,Lancashire
Kirkland,GB,United Kingdom,ENG,England,CMA,Cumbria
Kirtling,GB,United Kingdom,ENG,England,CAM,Cambridgeshire
Kirton in Lindsey,GB,United Kingdom,ENG,England,NLN,North Lincolnshire
Knaresborough,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Knebworth,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Knightsbridge,GB,United Kingdom,ENG,England,WSM,City of Westminster
Knottingley,GB,United Kingdom,ENG,England,WKF,Wakefield
Knowle,GB,United Kingdom,ENG,England,SOL,Solihull
Knowlhill,GB,United Kingdom,ENG,England,MIK,Milton Keynes
Knutsford,GB,United Kingdom,ENG,England,CHE,Cheshire East
Lambeth,GB,United Kingdom,ENG,England,LBH,Lambeth
Lambourn,GB,United Kingdom,ENG,England,WBK,West Berkshire
Lancashire,GB,United Kingdom,ENG,England,LAN,Lancashire
Lancaster,GB,United Kingdom,ENG,England,LAN,Lancashire
Lanchester,GB,United Kingdom,ENG,England,DUR,Durham
Lancing,GB,United Kingdom,ENG,England,WSX,West Sussex
Landford,GB,United Kingdom,ENG,England,WIL,Wiltshire
Langdon Hills,GB,United Kingdom,ENG,England,ESS,Essex
Langley Park,GB,United Kingdom,ENG,England,DUR,Durham
Langport,GB,United Kingdom,ENG,England,SOM,Somerset
Larkfield,GB,United Kingdom,ENG,England,KEN,Kent
Larkhall,GB,United Kingdom,ENG,England,LBH,Lambeth
Larkhill,GB,United Kingdom,ENG,England,WIL,Wiltshire
Lastingham,GB,United Kingdom,ENG,England,NYK,North Yorkshire
Latchingdon and Snoreham,GB,United Kingdom,ENG,England,ESS,Essex
Launceston,GB,United Kingdom,ENG,England,CON,Cornwall
Lawford,GB,United Kingdom,ENG,England,ESS,Essex
Laxfield,GB,United Kingdom,ENG,England,SFK,Suffolk
Layerthorpe,GB,United Kingdom,ENG,England,YOR,York
Lazonby,GB,United Kingdom,ENG,England,CMA,Cumbria
Leasowe,GB,United Kingdom,ENG,England,WRL,Wirral
Leatherhead,GB,United Kingdom,ENG,England,SRY,Surrey
Leavenheath,GB,United Kingdom,ENG,England,SFK,Suffolk
Lechlade,GB,United Kingdom,ENG,England,GLS,Gloucestershire
Ledbury,GB,United Kingdom,ENG,England,HEF,Herefordshire
Lee Mill,GB,United Kingdom,ENG,England,DEV,Devon
Lee-on-the-Solent,GB,United Kingdom,ENG,England,HAM,Hampshire
Leeds,GB,United Kingdom,ENG,England,LDS,Leeds
Leek,GB,United Kingdom,ENG,England,STS,Staffordshire
Leekbrook,GB,United Kingdom,ENG,England,STS,Staffordshire
Leicester,GB,United Kingdom,ENG,England,LCE,Leicester
Leicestershire,GB,United Kingdom,ENG,England,LEC,Leicestershire
Leigh,GB,United Kingdom,ENG,England,WGN,Wigan
Leigh Sinton,GB,United Kingdom,ENG,England,WOR,Worcestershire
Leigh-on-Sea,GB,United Kingdom,ENG,England,SOS,Southend-on-Sea
Leighton Buzzard,GB,United Kingdom,ENG,England,CBF,Central Bedfordshire
Leiston,GB,United Kingdom,ENG,England,SFK,Suffolk
Lenchwick,GB,United Kingdom,ENG,England,WOR,Worcestershire
Leominster,GB,United Kingdom,ENG,England,HEF,Herefordshire
Letchworth Garden City,GB,United Kingdom,ENG,England,HRT,Hertfordshire
Levenshulme,GB,United Kingdom,ENG,England,MAN,Manchester
